 #,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Parent Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,Label,ISRC,Contributor
295,Midnight Memories,One Direction,156,11A,87,2025-11-06,02:56,66,,,Midnight Memories (Deluxe),2013-11-25,43,1,0,57,0,20,-2,F#/G♭ minor,4,5wjmqUGN7vrAqFqDWrywlZ,Syco Music,GBHMU1300212,Kathryn
296,Best Song Ever,One Direction,118,3B,88,2025-11-06,03:20,75,,,Midnight Memories (Deluxe),2013-11-25,65,2,0,49,0,0,-3,C♯/D♭,4,5T7ZFtCcOgkpjxcuaeZbw0,Syco Music,GBHMU1300102,Kathryn
297,Army of Ancients,Dr. Dog,139,7B,66,2025-11-06,04:05,0,,,FATE,2008-07-22,53,19,0,50,0,90,-7,F,3,5lrr5ULU5P9tA8NPUPTS42,Park The Van,USNNZ0800004,Shelbie
298,blue,yung kai,97,12B,32,2025-11-07,03:34,83,,,blue,2024-08-02,75,93,2,59,0,10,-12,E,3,3be9ACTxtcL6Zm4vJRUiPG,BMG Rights Management (US) LLC,TLVEM2456474,Aiden
299,Undercover Martyn,Two Door Cinema Club,160,10A,86,2025-11-07,02:47,69,,,Tourist History,2010-02-17,44,0,0,58,10,0,-5,B minor,4,1JmRbZclLHgneDrpyA9e3X,Glassnote - VMG,FRU700900115,Aiden
300,"SOME DAY, THAT PLACE IN TIME",DOOPEES,114,10B,46,2025-11-09,05:05,46,,,DOOPEE TIME,1995-10-20,37,40,44,18,0,0,-8,D,4,1IXwJdkVaYva6lMkZb0W8i,"FOR LIFE MUSIC ENTERTAINMENT, INC.",JPFL09503470,Angel
401,OPM BABI,Playboi Carti,78,10B,79,2025-11-09,02:53,66,,,MUSIC,2025-03-14,53,0,0,4,0,30,-6,D,4,76yJsfb1CUy5Um8nFL7jKQ,AWGE/Interscope Records,USUM72502295,Theresa
402,Inferno,JMSN,99,3B,91,2025-11-09,04:24,46,,,Velvet,2018-09-21,77,1,0,79,10,0,-5,C♯/D♭,4,5Qg1StPjfDnTY42zF7i02d,White Room Records,TCADT1894959,Theresa
403,McDonald's in the Pentagon,Silly Stu,172,6A,82,2025-11-09,01:05,0,,,McDonald's in the Pentagon,2025-02-25,66,9,0,96,10,40,-7,G minor,4,6VfT8jrHkWOFkyEWjEhpFs,Silly Studios,QZHN62565366,Theresa
404,対象a,"DEQUAR, Masakazu Kurihara",116,5A,19,2025-11-09,04:35,27,,,ひぐらしのなく頃に奏,2016-10-26,22,95,73,20,0,10,-14,C minor,4,6xT5WxiQpA4zUcjMkEkJep,HATSUNE.LLC,JPZ921610877,Theresa
405,the perfect pair,beabadoobee,146,1B,66,2025-11-09,02:57,83,,,Beatopia,2022-07-15,63,43,12,60,0,10,-7,B,4,41P6Tnd8KIHqON0QIydx6a,Dirty Hit,GBK3W2202093,Theresa
406,Baby,Charli xcx,128,4A,86,2025-11-09,02:39,51,,,CRASH,2022-03-18,78,14,5,90,0,0,-2,F minor,4,2lE8pY64icLsx6k0Wr9iVF,Atlantic Records,GBAHS2200041,Theresa
407,Theme Of Bayonetta - Mysterious Destiny,Nikola Obermann,140,8B,92,2025-11-09,02:51,44,,,BAYONETTA Original Soundtrack (Vol. 1),2009-11-04,44,4,17,82,0,30,-7,C,4,6VIX3OzSOaQPd1kp3GasbY,WAVEMASTER ENTERTAINMENT,JPX300949500,Bryce
408,Girl Afraid - 2011 Remaster,The Smiths,176,11B,93,2025-11-09,02:46,61,,,Hatful of Hollow,1984-00-00,41,0,1,91,0,10,-5,A,4,3UPpzmVM8UHimVKfpAg4xP,WM UK,GBCRL1100071,Theresa
409,"Paris, Texas (feat. SYML)","Lana Del Rey, SYML",170,5A,10,2025-11-09,03:26,72,,,Did you know that there's a tunnel under Ocean Blvd,2023-03-24,29,99,6,20,0,10,-18,C minor,3,0Oqxt6JixieLHbwMfnJGWO,Polydor Records,GBUM72206764,Theresa
410,Messages from the Stars,The Rah Band,113,9B,82,2025-11-09,04:14,70,,,Going Up,1983-00-00,65,6,0,70,0,30,-3,G,4,6lYY2HktYKpV1pUamfRlU1,Shocking Music,GBKSK0500009,Theresa
411,IRIS OUT,Kenshi Yonezu,135,3B,80,2025-11-09,02:31,87,"j-pop, anime, j-rock","Pop, Rock",IRIS OUT,2025-09-15,75,1,0,89,10,0,-6,C♯/D♭,4,59hVbgr8rfYkDbHfr8RcGI,Sony Music Labels Inc.,JPU902502821,Bryce
412,1539 N. Calvert,JPEGMAFIA,152,9A,72,2025-11-09,02:37,12,"experimental hip hop, alternative hip hop, experimental","Hip Hop, Electronic, Jazz, Rock",Veteran,2018-01-19,86,28,8,36,10,10,-3,E minor,4,6XyxCBp6x3jvtxXvMN5sAA,JPEGMafia,QM24S1800042,Theresa
413,Pink + White,Frank Ocean,160,11B,55,2025-11-09,03:04,86,,,Blonde,2016-08-20,55,67,0,55,10,40,-7,A,3,3xKsf9qdS1CyvXSMEid6g8,Boys Don't Cry,QZ5C81600003,Theresa
414,Buddy Holly,Weezer,121,4B,92,2025-11-09,02:39,77,alternative rock,Rock,Weezer,1994-05-10,56,0,0,77,0,10,-5,G#/A♭,4,3mwvKOyMmG77zZRunnxp9E,DGC,USGF19562907,Theresa
415,Wat's Wrong (feat. Zacari & Kendrick Lamar),"Isaiah Rashad, Zacari, Kendrick Lamar",126,3B,69,2025-11-09,05:30,66,"hip hop, west coast hip hop",Hip Hop,The Sun's Tirade,2016-09-02,71,15,0,31,20,40,-6,C♯/D♭,4,2RPbEp0DyBVlkRvvYKopO7,Top Dawg Entertainment,TCACR1650835,Theresa
416, DEVILS NEVER CRY (スタッフロール),Capcom Sound Team,150,9B,95,2025-11-09,05:19,0,"japanese vgm, soundtrack","Electronic, Classical, Easy Listening",デビル メイ クライ 3 オリジナル・サウンドトラック,2005-03-31,26,0,4,16,10,10,-7,G,4,3ozivYJGJGq6TSzdy8m64X,カプコン セルピュータ,JPE100500980,Theresa
417,Monster Of God,Yasushi Ishii,84,4A,28,2025-11-09,02:45,11,,,Hellsing Intro,2015-05-03,23,57,89,7,0,0,-11,F minor,3,34uJnLudlJiasZSKHhWx0X,9326079 Records DK,QZWFL2548559,Bryce
418,Hunting Soul - English Version,"トシロウ（CV.谷山紀章）, Marc Hudson",174,1B,96,2025-11-09,03:56,60,"anime, power metal","Pop, Metal",Hunting Soul (from  Dan Da Dan  Season 2 Soundtrack),2025-08-08,27,0,0,11,10,20,-5,B,4,4gWbjrtwCsh9lwPE7l4h0c,Milan Records,JPE302501047,Bryce
419,Drift Around!,"Breeton Boi, V!CE",170,11A,95,2025-11-09,02:38,21,"anime rap, anime","Pop, Hip Hop",PERSONA-FICATION,2025-02-28,45,7,0,66,10,20,-7,F#/G♭ minor,4,5OF3BHMoCd3j8xtLw5RfgW,Breeton Boi,QZHN42553569,Bryce
420,Brainstorm,"Breeton Boi, V!CE",130,10A,63,2025-11-09,03:00,19,"anime rap, anime","Pop, Hip Hop",PERSONA-FICATION,2025-02-28,88,7,0,60,20,0,-11,B minor,4,18dwNGSwj0PzyR76rjnnAN,Breeton Boi,QZHN42553571,Bryce
421,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock, Kendrick Lamar, Future, James Blake",137,3B,71,2025-11-09,03:49,67,"hip hop, west coast hip hop, rap",Hip Hop,"King's Dead (with Kendrick Lamar, Future & James Blake)",2018-01-12,65,0,0,38,30,10,-5,C♯/D♭,4,51rXHuKN8Loc4sUlKPODgH,Black Panther (TDE/DMG) PS,USUM71714093,Bryce
422,Now That You've Gone (aka Now That You've Gone Away) (Puisaue Tu Pare),Connie Stevens,100,5B,42,2025-11-14,03:09,6,doo-wop,"Pop, R&B",The Very Best Of Connie Stevens,2012-07-25,42,93,0,35,0,20,-11,D#/E♭,4,44tD9x7HhCE5tYh88zzyrt,Rhino/Warner Records,USWB10403754,Angel
423,Kingdom Hearts Key (ft. redveil),"JPEGMAFIA, Danny Brown, redveil",133,2B,93,2025-11-11,03:25,54,"experimental hip hop, alternative hip hop, experimental, underground hip hop","Hip Hop, Electronic, Jazz, Rock",SCARING THE HOES,2023-03-24,37,7,0,44,20,20,-2,F#/G♭,4,0VA5FzFlysCcSG1IdOkhUb,"2023 PEGGY under exclusive license to AWAL Recordings America, Inc.",QM4TX2336653,Micah
424,The Story of O.J.,JAY-Z,166,9B,72,2025-11-11,03:51,60,"hip hop, east coast hip hop, rap",Hip Hop,4:44,2017-07-07,74,28,0,58,40,20,-6,G,4,6JpN5w95em8SODPiM7W2PH,Roc Nation / Jay-Z,QMJMT1701231,Micah
425,Weird Fishes / Arpeggi,Radiohead,153,10A,61,2025-11-11,05:18,79,"art rock, alternative rock",Rock,In Rainbows,2007-12-28,53,77,76,20,0,0,-8,B minor,4,4wajJ1o7jWIg62YqpkHC7S,XL Recordings,GBSTK0700004,Puffy
426,Control,Battle Tapes,115,11B,92,2025-11-11,03:10,33,,,Form,2017-07-14,62,0,0,55,0,0,-3,A,4,576EH31cSi4OYtW2tFd7Yh,Snafu Records,QM24S1702065,Clark
427,Судно (Борис Рыжий),Molchat Doma,160,3B,75,2025-11-11,02:21,73,"post-punk, darkwave, cold wave, gothic rock","Electronic, Rock",Этажи,2018-09-07,48,70,86,47,0,10,-4,C♯/D♭,4,1SHB1hp6267UK9bJQUxYvO,Sacred Bones Records,AEA0D1846146,Clark
428,明日があるさ,Kyu Sakamoto,95,4B,56,2025-11-11,03:17,39,"kayokyoku, enka","Traditional Music, Pop",ベスト9!,2009-09-09,58,57,0,79,0,0,-5,G#/A♭,4,7edUqTDihMDPMZmjHKvD6F,Universal Music LLC,JPTO07614790,Clark
429,Los Mejores Años de Nuestra Vida,Los Sirex,135,11B,72,2025-11-11,03:23,1,,,Los Sirex. 50 Aniversario,2009-01-01,55,48,0,77,0,20,-2,A,4,3Ve6TjPZfdybgwQvgvytYa,OK Records,ES64A0927021,Clark
430,Compass,Mili,88,3B,58,2025-11-13,02:48,64,anime,Pop,Compass,2023-12-18,51,16,40,19,0,10,-11,C♯/D♭,4,2Pg7QBO36ycIlNcK9aBJl0,HAAKO Records,TCJPY2344522,Aiden
431,Love Takes Miles,Cameron Winter,130,12B,64,2025-11-15,03:18,71,,,Heavy Metal,2024-12-06,60,67,20,53,0,10,-9,E,4,2zf1izCOz2F22PF27uhxRF,Partisan / Play It Again Sam,USBQU2400171,Tony
432,Kagefumi,百景,135,10B,64,2025-11-17,04:54,59,"math rock, japanese indie, midwest emo, post-rock, shoegaze","Pop, Rock",Standing Still In A Moving Scene,2006-06-07,35,25,88,13,0,10,-9,D,4,4VgGQi9FZMrNG4MuiONldI,Human Highway Records,JPZ100600074,Jean
433,Red String,Sweet Pill,184,11B,56,2025-11-17,03:16,47,"midwest emo, math rock",Rock,Where the Heart Is,2022-05-25,43,1,0,32,0,10,-7,A,4,6YkeaJLKrR6RtSY2pJB2fs,Topshelf Records,USEZ62225609,Jean
434,Mata Hari,The Atomic Fireballs,121,10A,99,2025-11-20,03:44,30,"swing music, big band, boogie-woogie","Jazz, Blues",Torch This Place,1999-05-14,63,0,0,59,10,0,-2,B minor,4,4dz1G68QyAmn7JFO4dVWk0,Atlantic Records,USAT29900131,Gabe
435,Automatic,Iration,135,9B,67,2025-11-20,04:31,47,"reggae rock, reggae, reggae pop, roots reggae","Reggae, Rock",Automatic,2013-07-02,77,5,0,87,0,0,-6,G,4,7jut3RkkxQpJAzMovUefDz,Three Prong Records under exclusive license from Iration Holdings,USQY51285928,Gabe
436,The Place Where He Inserted the Blade,"Black Country, New Road",123,1B,45,2025-11-20,07:13,61,"art rock, post-rock",Rock,Ants From Up There,2022-02-04,38,40,0,16,0,10,-8,B,3,3k2kIiJqUiIP49iUcOLpWT,Ninja Tune,GBCFB2100672,Tony
437,Here Today,The Beach Boys,121,11B,64,2025-11-24,03:07,45,baroque pop,"Classical, Pop",Pet Sounds,1966-05-16,53,51,0,61,0,20,-8,A,4,2QHf2UijcOOpLgEsA3YOjm,Capitol Records,USCA29600663,Puffy
438,For The Weekend,SASAMI,180,5B,94,2025-11-24,02:48,25,,,Blood On the Silver Screen,2025-03-07,35,1,0,72,0,30,-6,D#/E♭,4,3aEL5BEVGThlYhaYPVmO50,Domino Recording Co,GBCEL2400176,Sarah
439,Let Me Be With You,ROUND TABLE featuring Nino,130,10B,95,2025-11-25,04:29,51,"shibuya-kei, japanese indie, anime","Pop, Rock, Electronic",APRIL,2003-04-23,63,12,0,84,0,30,-5,D,4,4UBt00S6TNsKwgfxMcfNal,Victor,JPVI00209150,Eunice
440,KONNANじゃないっ!,澤村 遥(釘宮理恵),155,7A,92,2025-11-25,05:10,40,,,龍が如く5 夢、叶えし者 オリジナルサウンドトラック (Vol.2),2012-12-26,52,10,0,62,0,20,-4,D minor,4,7d9SZZEOhF49sVaGRfPKv0,SEGA,JPR501205935,Eunice
441,うまぴょい伝説 - Game Size,Various Artists,170,9A,97,2025-11-26,02:18,0,,,『ウマ娘 プリティーダービー』WINNING LIVE 01,2021-03-17,50,17,0,49,20,30,-4,E minor,5,7CPe0OIEIdeKEGH5EPqIEC,Lantis,JPZ922101722,Eunice
442,Atop a Cake,Alvvays,167,12B,84,2025-11-26,03:19,49,"dream pop, shoegaze, jangle pop, indie","Pop, Rock",Alvvays,2014-07-22,28,33,49,45,0,30,-4,E,4,6LC4cyrlOPeg2WXijaYrgj,Polyvinyl Records,US3R41428208,Eunice
443,Suicide of the 21st century,0.8Syooogeki,154,7B,98,2025-11-26,02:20,48,"visual kei, j-rock, shibuya-kei","Rock, Electronic, Pop, Metal",ESUNOFANKYDOFUTOEFUSUKICAMCAMCULB,2010-08-04,62,0,3,96,0,10,-3,F,4,6lkJKbOu7COoTKAqpC7xyR,actwise / MOONSHINE Inc.,JPD361000035,Eunice
444,Winter Snakes,Joy Again,172,12B,42,2025-11-26,03:56,40,,,Joy Again,2017-01-17,35,20,0,19,0,0,-8,E,3,5A7ldx7fFEEsHvl5XEnGUA,Never Grow Up Records,uscgh1723893,Eunice
445,Sugar Boo,Serani Poji,90,4B,95,2025-11-26,03:33,52,"shibuya-kei, japanese indie","Pop, Rock, Electronic",MERRY GO ROUND JAILHOUSE,2010-03-03,67,37,7,96,0,10,-7,G#/A♭,4,3zeV6b2FMFsLHopzHHnS6J,WAVEMASTER ARTISTS,JPX301055210,Eunice
446,"Mais, non !",GIRLS BE,175,10B,78,2025-11-27,04:40,20,"shibuya-kei, japanese indie, city pop","Pop, Rock, Electronic",The French Operation,1997-08-21,40,0,9,48,0,10,-6,D,4,4j1F1van0g5sup8qKW4n5m,Victor,JPVI09717580,Eunice
447,La promesse de Cecile,GIRLS BE,125,11A,83,2025-11-27,04:48,24,"shibuya-kei, japanese indie, city pop","Pop, Rock, Electronic",The French Operation,1997-08-21,75,3,52,97,0,30,-10,F#/G♭ minor,4,5EPzSTLbLRosu217Z2C3FN,Victor,JPVI09717630,Eunice
448,Caution,The Killers,178,9B,89,2025-11-28,04:29,58,alternative rock,Rock,Imploding The Mirage,2020-08-21,23,2,0,8,10,0,-5,G,4,111HOSfnPX1mCxwwb49BCY,Island Records,USUM72005111,Clark
449,Forget About What I Said - Bonus Track,The Killers,156,3B,97,2025-11-28,02:56,36,alternative rock,Rock,Day & Age (Bonus Tracks),2008-11-18,38,0,4,44,0,20,-5,C♯/D♭,4,4gcrcyOsydOBsmc9o1XnS0,Island Records,USUM70844200,Clark
450,Just Another Girl,The Killers,137,3B,78,2025-11-28,04:21,43,alternative rock,Rock,Direct Hits,2013-01-01,55,0,1,16,0,10,-5,C♯/D♭,4,7Ag7dMaWTAYGkaAPghEtyw,Island Records,USUM71312001,Clark
451,６つ子の魂ナユタまで,AOP,140,11A,96,2025-11-28,04:08,24,anime,Pop,A応P the BEST ～From A～,2021-03-31,60,1,0,79,0,20,-4,F#/G♭ minor,4,75kMexSbGL06C3E3KBO5ah,"アニメ勝手に""応援プロジェクト""",TCJPO2159977,Eunice
452,ゴクドルミュージック,ゴクドルズ虹組,174,12A,98,2025-11-28,03:32,21,anime,Pop,ゴクドルミュージック,2018-08-29,59,60,0,67,10,10,-4,C♯/D♭ minor,4,3x3BqSrtE0hXSHXjZmjD0w,Universal Music LLC,JPPO01803368,Eunice
453,we found two dead swans and filled their bodies with flowers,Teen Suicide,88,12B,24,2025-11-28,02:27,35,"lo-fi indie, midwest emo","Electronic, Rock",dc snuff film / waste yrself,2015-10-07,52,91,0,12,0,10,-9,E,1,7mAflP0IlAsIrGP3ed74d1,Run For Cover Records,QMCE71300301,Eunice
454,Au Pays du Cocaine,Geese,79,4B,65,2025-12-01,03:30,72,art rock,Rock,Getting Killed,2025-09-26,43,24,0,54,0,10,-6,G#/A♭,4,1g9GiiPPaL7KcDHlDzu7lT,Partisan / Play It Again Sam,USBQU2500083,Tony
455,Fly In The Freedom,SEGA SOUND TEAM,121,10A,81,2025-12-01,04:58,45,"japanese vgm, soundtrack","Electronic, Classical, Easy Listening",Sonic The Hedgehog ”Passion & Pride” Anthems with Attitude from the Sonic Adventure Era (Vox Collection),2014-09-10,66,31,2,84,0,10,-8,B minor,4,5axenkAeQSXtrKnCvzQOHG,WAVEMASTER ENTERTAINMENT,JPX301496630,Tony
456,Spaceman,The Killers,152,12B,88,2025-12-01,04:44,28,alternative rock,Rock,Rebel Diamonds,2023-12-08,52,0,0,81,0,10,-6,E,4,0qitgobJMCnKEpp0HVWslu,Island Records,USUM70842814,Clark
457,25 or 6 to 4 - 2002 Remaster,Chicago,147,9A,91,2025-12-01,04:49,64,"yacht rock, soft rock","Rock, Pop",Chicago II,1970-01-26,60,31,6,72,0,0,-7,E minor,4,7GqIDx2QVGOpd4r1fZaUUW,Rhino,USRH10285518,Clark
458,Lisrim (Golden),Lies of P,155,10A,51,2025-12-01,03:32,39,,,Lies of P: Overture (ORIGINAL SOUNDTRACK),2025-09-19,58,46,35,56,0,10,-9,B minor,4,2ZmDLM1dEqIEfIJtxcXgaa,NEOWIZ,KRMIM2547164,Angel
459,Just The Two Of Us,"Marcin, Ichika Nito",101,11A,56,2025-12-01,01:41,49,math rock,Rock,Just The Two Of Us,2023-03-03,67,24,48,65,0,0,-9,F#/G♭ minor,4,6gzegpwruMz6a0LzeRpF4L,Masterworks,USSM12300756,Sam
460,Starship Syncopation,"Cory Wong, Metropole Orkest, Jules Buckley",120,6B,86,2025-12-01,03:50,47,"funk, jazz funk, jazz fusion","R&B, Jazz, Electronic, Rock",Starship Syncopation,2024-07-26,79,23,92,83,0,10,-7,A#/B♭,4,0p1Mp6sT4Nzq3DWnZPvqs8,"Roundwound Media, LLC.",QZPLR2487964,Sam
461,Be Nice To Me,The Front Bottoms,119,5B,82,2025-12-02,02:47,64,"midwest emo, folk punk, emo","Rock, Folk",Rose,2014-06-17,34,2,0,70,0,10,-6,D#/E♭,4,7FtWXX2sRIGx95t3cPyHw8,Bar/None Records,US37V1422705,Nora
462,The Lipstick Lounge,76th Street,128,6B,67,2025-12-02,02:56,42,,,The Lipstick Lounge,2023-09-29,81,16,0,59,10,10,-6,A#/B♭,4,58YIFyWMKJZum8LlU41OAN,76th Street,USL4Q2339009,Nora
463,Mawce,Everybody's Worried About Owen,69,1A,47,2025-12-02,03:02,46,"midwest emo, folk punk","Folk, Rock",There Are Leeches In Denton Lake,2021-09-10,33,67,0,62,0,10,-9,G#/A♭ minor,3,4NVrOwMRWnKcDTESVVqMXM,"Everybody's Worried About Owen, under exclusive license to Amuseio AB",QZK6P2185870,Nora
464,DEBT COLLECTOR,Jhariah,193,3B,92,2025-12-02,02:32,51,,,A BEGINNER'S GUIDE TO FAKING YOUR DEATH,2021-07-23,42,0,0,39,10,10,-4,C♯/D♭,4,1b9K8zcencFmQl68Oot9DS,Jhariah,QZK6P2139533,Nora
465,House Is Not a Home,the Blue Devils,148,4B,70,2025-12-02,01:01,48,,,The Beat My Heart Skipped,2011-08-13,15,70,92,37,0,0,-7,G#/A♭,4,49dRXhDWFtG2Et5IxT0lxn,Blue Devils Mediabox,TCABA1128165,Nora
466,1-Up,Cricket!,146,7B,84,2025-12-02,03:27,35,"folk punk, anti-folk","Folk, Rock",Lucky Cricket,2023-06-30,57,80,0,62,30,30,-7,F,4,76xol14dA6ROwXiq935rMr,Cricket's Tunes,QZNWQ2397604,Nora
467,アブノーマリティ・ダンシンガール,ぐちり,110,7A,90,2025-12-02,03:28,61,vocaloid,Electronic,憂象夢象,2021-09-20,52,7,0,28,0,20,-5,D minor,4,3sWcYSiFPCL5CNzU0H5Wau,U&R records,JPA652105408,Nora
468,Machine Love,Jamie Paige,175,4A,82,2025-12-02,03:36,35,vocaloid,Electronic,Constant Companions (Deluxe Edition),2024-07-11,64,23,1,63,0,0,-6,F minor,4,0vieqs2SQYZWIR9olTDYes,Sunrise 101.1,QT3FA2515952,Nora
469,Lost Umbrella,INABAKUMORI,137,6B,92,2025-12-02,03:24,68,"vocaloid, j-pop, anime","Pop, Electronic",ANTICYCLONE,2019-11-17,72,4,0,97,0,20,-3,A#/B♭,4,2zAi85TQB7mLzl8P1ySAj9,U&R records,JPA651804033,Nora
470,4K CARPET,passengerprincess,160,3B,82,2025-12-02,02:00,56,hyperpop,"Electronic, Pop",4K CARPET,2025-10-03,59,11,0,90,10,0,-2,C♯/D♭,4,284qRqsftKxNPWrejNEewL,@4kcarpet,QZZ7W2578397,Nora
471,FUKOUNA GIRL,STOMACH BOOK,163,4B,99,2025-12-02,03:53,65,,,GOODNIGHT HYPNOPOMP,2025-07-03,41,36,0,34,10,20,-1,G#/A♭,4,6RyCpAEHMj1nbopw1g2TsO,Spikechain Records,QZTAX2466153,Nora
472,God Must Hate Me,Catie Turner,77,10B,30,2025-12-02,02:29,56,,,God Must Hate Me,2021-11-23,46,97,0,7,10,10,-10,D,3,21xzFXSL2XkZ2mIzDDAqTK,Atlantic Records,USAT22107483,Nora
473,Seventh Heaven,INOHA,163,9B,90,2025-12-02,03:54,69,,,ALOHA INOHA,2024-05-03,43,0,0,48,0,30,-7,G,4,2x6iNna6wQexggFz8smJcB,INOHA Publishing,QZDA72402508,Nora
474,Unsweetened Lemonade (Stripped),Amélie Farren,120,6B,46,2025-12-02,02:12,55,,,Unsweetened Lemonade (Stripped),2024-02-02,79,57,0,72,0,0,-11,A#/B♭,4,2qn09TDvmIHiTkMDAIuDA9,Amélie Farren / TNP Music,GBLFP2435209,Nora
475,Average,Sushi Soucy,165,8B,26,2025-12-02,02:00,51,,,Average,2021-11-12,57,77,0,19,0,10,-13,C,3,0L0qikeCR07Gm1Ep7Gipkv,Sushi Soucy,TCAFX2103367,Nora
476,Friendly Neighborhood Poltergeist,Rory Webley,108,5A,60,2025-12-02,03:01,48,,,Are You Scared Yet?,2020-07-10,65,43,0,13,0,10,-6,C minor,4,1ar6wTpooDS4vTlWg7YkN2,RCW Records,US23A1501854,Nora
477,Prom Queen,Beach Bunny,143,12B,80,2025-12-02,02:16,80,,,Prom Queen,2018-08-10,53,0,1,76,0,10,-7,E,4,6GJdFTOm23lC5bqjYSMJTj,Mom+Pop,QZDA71885746,Nora
478,Notion,The Rare Occasions,159,11B,88,2025-12-02,03:15,84,,,Notion,2021-12-02,31,7,0,31,0,0,-4,A,4,0sTlGEld0h8kIPZaKDYUf4,Elektra (NEK),USHM21617726,Nora
479,Hey Lover!,Wabie,117,12B,71,2025-12-02,02:42,61,bedroom pop,Pop,Cyclones and Hey Lover,2019-06-18,58,0,0,52,0,30,-11,E,4,1E5bfMPGyHlMLljzF1FWU6,Wabie Records,QZWFJ2518915,Nora
480,Digital Silence,Peter McPoland,180,3A,97,2025-12-02,03:18,63,,,Piggy,2023-08-11,39,9,0,45,10,20,-1,A#/B♭ minor,4,05UdmOwDMr4LsAk56AFfsE,Columbia,USSM12302063,Nora
481,Promise,Laufey,76,7B,11,2025-12-02,03:54,78,,,Bewitched,2023-09-08,26,94,0,9,0,0,-17,F,4,08PdFBcXzpkn1cWNgmKqhn,Laufey,QMDA62312092,Nora
482,Radio,Bershy,132,8B,79,2025-12-02,03:21,77,,,Radio,2022-10-07,67,17,0,72,0,10,-5,C,4,3l8ACerUtJfRd0rxJJ4Gkx,Bridge Between Records,GBWUL2270670,Nora
483,"Go Easy, Kid (with James Blake)","Monica Martin, James Blake",122,5B,20,2025-12-02,04:27,35,,,"Go Easy, Kid (with James Blake)",2022-02-24,39,96,0,25,0,10,-13,D#/E♭,4,6SRgFtpZmRsYNR3Kj5sHCf,things we like,GBKPL2283734,TJ
484,Stop This Train,John Mayer,90,9B,44,2025-12-02,04:45,62,singer-songwriter,Folk,Continuum,2006-09-11,62,47,1,41,0,10,-12,G,4,3E6iea9uEmB7gRru4lyP6h,Aware/Columbia,USSM10603631,TJ
485,Don't Think About My Death,The Wood Brothers,115,8A,74,2025-12-02,03:38,13,"bluegrass, newgrass, americana, folk","Country, Folk",Kingdom in My Mind,2020-01-24,58,27,0,79,0,10,-8,A minor,4,0WcGi8He0sFX8oJpAp79rN,Honey Jar Records,USCTT1900019,Shelbie
486,これが私の生きる道 - Full-大編成 Ver.,北宇治高校吹奏楽部,124,12A,58,2025-12-02,03:38,0,brass band,"Classical, Traditional Music",『劇場版 響け！ユーフォニアム～誓いのフィナーレ～』オリジナルサウンドトラック「The Endless Melody」 (Incomplete Edition),2019-05-22,64,58,34,76,0,30,-8,C♯/D♭ minor,4,0gzymHa4J5ksjvx5PoVONZ,Lantis,JPI101900821,Shelbie
487,Cover of Me,SUGR?,108,3B,86,2025-12-02,03:00,33,,,Cover of Me,2023-07-28,70,7,0,77,0,0,-3,C♯/D♭,4,6xSGp1DgLp1MMpNUntpXG5,SUGR?,TCAHH2360565,Sarah
488,Grapes,James Marriott,132,10B,93,2025-12-02,03:45,58,,,Bitter Tongues,2022-06-24,53,0,0,62,0,20,-4,D,4,5XKJ5JwJeeQbLjeXF9ieCI,James Marriott,USA2P2226310,Sarah
489,Down Under,Men At Work,107,10A,46,2025-12-03,03:42,82,,,Business As Usual,1981-11-09,74,13,2,89,0,0,-14,B minor,4,3ZZq9396zv8pcn5GYVhxUi,Columbia,USSM18100411,Miller
490,Shoop,Salt-N-Pepa,97,8B,67,2025-12-03,04:08,72,old school hip hop,Hip Hop,Very Necessary,1993-10-12,94,9,0,79,20,0,-7,C,4,0Pu71wxadDlB8fJXfjIjeJ,Mercury Records,USWWW0126118,Bryce
491,空色デイズ,Shoko Nakagawa,174,10A,95,2025-12-03,04:12,58,"anime, j-rock, j-pop","Pop, Rock",しょこたん☆べすと――(°∀°)――!!,2007-00-00,38,0,0,54,10,20,-3,B minor,4,4EkbGJChszyxhEP0bIwBSZ,Sony Music Labels Inc.,JPSR00701221,Bryce
492,Scent Of Love,Helena Noguerra,142,2A,94,2025-12-03,03:25,42,french pop,Pop,パチスロ ベヨネッタ サウンド･トラック,2016-03-16,51,0,0,56,0,30,-7,D#/E♭ minor,4,7jmo9JsmUDycEnubrAtaPo,WAVE MASTER,JPR501513897,Bryce
493,Baby It's Cold Outside (with Michael Bublé),"Idina Menzel, Michael Bublé",113,8B,48,2025-12-03,02:46,86,"musicals, christmas","Pop, Classical, Easy Listening",Holiday Wishes,2014-10-10,55,65,0,56,0,20,-9,C,3,0Ie5uiv54KgCr7P4sYDTHl,Warner Records,USWB11402616,Bryce
494,Une vie à t'aimer,"Lorien Testard, Alice Duport-Percier, Victor Borba",180,9A,86,2025-12-03,11:00,69,soundtrack,"Classical, Easy Listening",Clair Obscur: Expedition 33 (Original Soundtrack),2025-04-24,16,6,0,7,20,30,-4,E minor,4,4QEXM9na0mWIIt5Hwbsges,Laced Records,NL8RL2513794,Micah
